timestamp,TDS,turbidity,temperature,pH,status,cause,ph_dev,tds_temp_ratio,turbidity_x_ph,temp_sqr,tds_diff,temp_diff,ph_diff,tds_rollmean_3,ph_rollstd_3,anomaly_score,anomaly_raw,anomaly_status
2025-01-01 00:00:00,735.91,13.3,46.09,6.74,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.2599999999999998,15.966804078975915,89.64200000000001,2124.2881,0.0,0.0,0.0,682.3866666666667,0.0,-0.0003504758243245698,-1,Anomaly
2025-01-01 00:10:00,717.53,16.98,51.26,6.88,Warning,High Temp,0.1200000000000001,13.99785407725322,116.8224,2627.5876,-18.379999999999995,5.169999999999995,0.13999999999999968,682.3866666666667,0.0,-0.025145432196858497,-1,Anomaly
2025-01-01 00:20:00,593.72,4.3,27.94,7.4,Safe,,0.40000000000000036,21.249821045096635,31.82,780.6436000000001,-123.80999999999995,-23.319999999999997,0.5200000000000005,682.3866666666667,0.347754702819866,0.01292079153902792,1,Normal
2025-01-01 00:30:00,477.2,16.48,39.42,6.79,Warning,Turbidity Warning,0.20999999999999996,12.105530187721968,111.89920000000001,1553.9364,-116.52000000000004,11.48,-0.6100000000000003,596.15,0.3292921701670621,0.0474247747863748,1,Normal
2025-01-01 00:40:00,392.8,11.23,35.66,6.28,Safe,Turbidity Warning,0.7199999999999998,11.015143017386428,70.5244,1271.6355999999998,-84.39999999999998,-3.760000000000005,-0.5099999999999998,487.90666666666675,0.5607435539828645,0.024689049905411875,1,Normal
2025-01-01 00:50:00,345.37,8.79,34.67,6.68,Safe,,0.3200000000000003,9.96163830400923,58.71719999999999,1202.0089,-47.43000000000001,-0.9899999999999949,0.39999999999999947,405.1233333333333,0.2683902631120098,0.1372670119307186,1,Normal
2025-01-01 01:00:00,708.42,15.75,41.34,6.82,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.17999999999999972,17.13642960812772,107.415,1708.9956000000002,363.04999999999995,6.670000000000002,0.14000000000000057,482.19666666666666,0.2802379940931171,0.006261935137091501,1,Normal
2025-01-01 01:10:00,488.96,11.09,39.46,7.36,Safe,Turbidity Warning,0.3600000000000003,12.391282311201216,81.6224,1557.0916,-219.45999999999998,-1.8800000000000026,0.54,514.25,0.3590728802532073,0.09598064674727713,1,Normal
2025-01-01 01:20:00,491.71,8.91,26.06,7.27,Safe,,0.2699999999999996,18.86838066001535,64.7757,679.1235999999999,2.75,-13.400000000000002,-0.09000000000000075,563.0300000000001,0.28930952282979,0.09563228509463179,1,Normal
2025-01-01 01:30:00,840.0719632074471,19.688016693505084,54.30361580764093,6.411610664979307,Danger,High Temp,0.5883893350206932,15.469908416102976,126.23189780436782,2948.88268978387,348.3619632074471,28.243615807640932,-0.8583893350206928,606.9139877358157,0.5235097231281487,-0.08978553702986214,-1,Anomaly
2025-01-01 01:40:00,620.96,7.31,39.3,7.12,Safe,TDS Warning,0.1200000000000001,15.80050890585242,52.0472,1544.4899999999998,-219.11196320744705,-15.003615807640934,0.7083893350206933,650.9139877358157,0.4584662292994494,0.06484391216503482,1,Normal
2025-01-01 01:50:00,721.8,5.25,32.41,7.42,Safe,TDS Warning,0.41999999999999993,22.270904041962357,38.955,1050.4080999999999,100.83999999999992,-6.890000000000001,0.2999999999999998,727.6106544024824,0.5177941194713302,0.014479753020830821,1,Normal
2025-01-01 02:00:00,495.49,15.03,24.62,7.09,Warning,Turbidity Warning,0.08999999999999986,20.125507717303005,106.56269999999999,606.1444,-226.30999999999995,-7.789999999999996,-0.33000000000000007,612.75,0.18248287590895013,0.005648571416224435,1,Normal
